TARGET_CLASS,algorithm,BranchCoverage,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10,CoverageTimeline_T11,CoverageTimeline_T12,CoverageTimeline_T13,CoverageTimeline_T14,CoverageTimeline_T15,CoverageTimeline_T16,CoverageTimeline_T17,CoverageTimeline_T18,CoverageTimeline_T19,CoverageTimeline_T20,CoverageTimeline_T21,CoverageTimeline_T22,CoverageTimeline_T23,CoverageTimeline_T24,CoverageTimeline_T25,CoverageTimeline_T26,CoverageTimeline_T27,CoverageTimeline_T28,CoverageTimeline_T29,CoverageTimeline_T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXTIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.152173913,0.152173913,0.1898298677,0.4305357881,0.4649694688,0.4680561096,0.4565217391,0.4565217391,0.2770691742,0.0443161717,0.3099980847,0.2842013059,0.0868508209,0.4568036079,0.4782608696,0.1515384912,0.0466814582,0.0834153724,0.1201492866,0.1568832008,0.1936171151,0.2303510293,0.2670849435,0.3038188577,0.3405527719,0.3772866862,0.4140206004,0.4507545146,0.4874884288,0.524222343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.4782608696,0.4782608696,0.4782608696,0.4050080977,0.3842448403,0.3897476167,0.4586295255,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.406763285,0.1920558239,0.1131520608,0.339365697,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4785930464,0.4908958933,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.152173913,0.152173913,0.160779765,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.4131172953,0.4782608696,0.4782608696,0.4782608696,0.4310959728,0.0102551064,0.4763963048,0.0135312831,0,0,0.0469650222,0.0981251771,0.149285332,0.2004454869,0.2516056418,0.3027657967,0.3539259516,0.4050861065,0.4562462614,0.5074064163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.152173913,0.152173913,0.1898298677,0.4305357881,0.4649694688,0.4680561096,0.4565217391,0.4565217391,0.2770691742,0.0443161717,0.3099980847,0.2842013059,0.0868508209,0.4568036079,0.4782608696,0.1515384912,0.0466814582,0.0834153724,0.1201492866,0.1568832008,0.1936171151,0.2303510293,0.2670849435,0.3038188577,0.3405527719,0.3772866862,0.4140206004,0.4507545146,0.4874884288,0.524222343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.4782608696,0.4782608696,0.4782608696,0.4050080977,0.3842448403,0.3897476167,0.4586295255,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.406763285,0.1920558239,0.1131520608,0.339365697,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4785930464,0.4908958933,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.152173913,0.152173913,0.160779765,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.4131172953,0.4782608696,0.4782608696,0.4782608696,0.4310959728,0.0102551064,0.4763963048,0.0135312831,0,0,0.0469650222,0.0981251771,0.149285332,0.2004454869,0.2516056418,0.3027657967,0.3539259516,0.4050861065,0.4562462614,0.5074064163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.152173913,0.152173913,0.1898298677,0.4305357881,0.4649694688,0.4680561096,0.4565217391,0.4565217391,0.2770691742,0.0443161717,0.3099980847,0.2842013059,0.0868508209,0.4568036079,0.4782608696,0.1515384912,0.0466814582,0.0834153724,0.1201492866,0.1568832008,0.1936171151,0.2303510293,0.2670849435,0.3038188577,0.3405527719,0.3772866862,0.4140206004,0.4507545146,0.4874884288,0.524222343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.4782608696,0.4782608696,0.4782608696,0.4050080977,0.3842448403,0.3897476167,0.4586295255,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.406763285,0.1920558239,0.1131520608,0.339365697,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.4785930464,0.4908958933,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.152173913,0.152173913,0.160779765,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.3695652174,0.4131172953,0.4782608696,0.4782608696,0.4782608696,0.4310959728,0.0102551064,0.4763963048,0.0135312831,0,0,0.0469650222,0.0981251771,0.149285332,0.2004454869,0.2516056418,0.3027657967,0.3539259516,0.4050861065,0.4562462614,0.5074064163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX GENERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
ByteVector,NOVELTYMONO,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913,0.5652173913
MAXTIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteVector,STANDARDGA,0.5652173913043478,0.45652173913043476,0.45652173913043476,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5652173913043478
