TARGET_CLASS,algorithm,BranchCoverage,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10,CoverageTimeline_T11,CoverageTimeline_T12,CoverageTimeline_T13,CoverageTimeline_T14,CoverageTimeline_T15,CoverageTimeline_T16,CoverageTimeline_T17,CoverageTimeline_T18,CoverageTimeline_T19,CoverageTimeline_T20,CoverageTimeline_T21,CoverageTimeline_T22,CoverageTimeline_T23,CoverageTimeline_T24,CoverageTimeline_T25,CoverageTimeline_T26,CoverageTimeline_T27,CoverageTimeline_T28,CoverageTimeline_T29,CoverageTimeline_T30
ChunkedLongArray,NOVELTY,0.9677419355,0.2580645161,0.2580645161,0.2580645161,0.2580645161,0.2580645161,0.2580645161,0.2607616381,0.2830519019,0.3053421657,0.3276324295,0.3499226933,0.3722129571,0.3945032209,0.4167934848,0.4390837486,0.4613740124,0.4836642762,0.50595454,0.5282448038,0.5505350677,0.5728253315,0.5951155953,0.6174058591,0.6396961229,0.6619863867,0.6842766505,0.7065669144,0.7288571782,0.751147442,0.7734377058
CharArrayWriter,NOVELTY,0.9696969697,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.2031750987,0.2269843705,0.2507936424,0.2746029143,0.2984121861,0.322221458,0.3460307298,0.3698400017,0.3936492736,0.4174585454,0.4412678173,0.4650770891,0.488886361,0.5126956329,0.5365049047,0.5603141766,0.5841234484,0.6079327203,0.6317419921,0.655551264,0.6793605359,0.7031698077,0.7269790796,0.7507883514
CharArrayWriter,NOVELTY,0.9696969697,0.5151515152,0.5151515152,0.5151515152,0.5151515152,0.5151515152,0.5181508028,0.5317839286,0.5454170544,0.5590501801,0.5726833059,0.5863164317,0.5999495574,0.6135826832,0.627215809,0.6408489347,0.6544820605,0.6681151863,0.681748312,0.6953814378,0.7090145636,0.7226476894,0.7362808151,0.7499139409,0.7635470667,0.7771801924,0.7908133182,0.804446444,0.8180795697,0.8317126955,0.8453458213
CharArrayWriter,NOVELTY,0.9696969697,0.2121212121,0.2121212121,0.2121212121,0.2121212121,0.2121212121,0.2121212121,0.2232631616,0.245955523,0.2686478844,0.2913402458,0.3140326072,0.3367249686,0.35941733,0.3821096914,0.4048020528,0.4274944142,0.4501867756,0.472879137,0.4955714984,0.5182638598,0.5409562212,0.5636485826,0.586340944,0.6090333054,0.6317256668,0.6544180282,0.6771103896,0.699802751,0.7224951124,0.7451874738
CharArrayWriter,NOVELTY,0.9696969697,0.4242424242,0.4242424242,0.4242424242,0.4242424242,0.4242424242,0.4332308195,0.4499068774,0.4665829353,0.4832589932,0.4999350511,0.5166111091,0.533287167,0.5499632249,0.5666392828,0.5833153407,0.5999913987,0.6166674566,0.6333435145,0.6500195724,0.6666956303,0.6833716883,0.7000477462,0.7167238041,0.733399862,0.7500759199,0.7667519779,0.7834280358,0.8001040937,0.8167801516,0.8334562095
CharArrayWriter,NOVELTY,0.9696969697,0.696969697,0.696969697,0.696969697,0.696969697,0.696969697,0.696969697,0.696969697,0.696969697,0.696969697,0.696969697,0.7015670115,0.7109111466,0.7202552818,0.7295994169,0.7389435521,0.7482876872,0.7576318224,0.7669759575,0.7763200927,0.7856642278,0.795008363,0.8043524982,0.8136966333,0.8230407685,0.8323849036,0.8417290388,0.8510731739,0.8604173091,0.8697614442,0.8791055794
CharArrayWriter,NOVELTY,0.9696969697,0.2121212121,0.2121212121,0.2121212121,0.2121212121,0.2121212121,0.2121212121,0.2316981239,0.2546757198,0.2776533158,0.3006309118,0.3236085077,0.3465861037,0.3695636996,0.3925412956,0.4155188916,0.4384964875,0.4614740835,0.4844516794,0.5074292754,0.5304068714,0.5533844673,0.5763620633,0.5993396592,0.6223172552,0.6452948512,0.6682724471,0.6912500431,0.714227639,0.737205235,0.760182831
CharArrayWriter,NOVELTY,0.9696969697,0.2424242424,0.2424242424,0.2424242424,0.2424242424,0.2424242424,0.2424242424,0.2624667512,0.2846622205,0.3068576898,0.329053159,0.3512486283,0.3734440976,0.3956395669,0.4178350362,0.4400305055,0.4622259747,0.484421444,0.5066169133,0.5288123826,0.5510078519,0.5732033212,0.5953987904,0.6175942597,0.639789729,0.6619851983,0.6841806676,0.7063761369,0.7285716061,0.7507670754,0.7729625447
CharArrayWriter,NOVELTY,0.9696969697,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.1901431307,0.2144850865,0.2388270423,0.2631689981,0.2875109539,0.3118529097,0.3361948655,0.3605368213,0.3848787771,0.4092207329,0.4335626887,0.4579046444,0.4822466002,0.506588556,0.5309305118,0.5552724676,0.5796144234,0.6039563792,0.628298335,0.6526402908,0.6769822466,0.7013242024,0.7256661582,0.750008114,0.7743500698
CharArrayWriter,NOVELTY,0.9696969697,0.6060606061,0.6060606061,0.6060606061,0.6060606061,0.6060606061,0.6104287132,0.6218336926,0.633238672,0.6446436514,0.6560486308,0.6674536102,0.6788585897,0.6902635691,0.7016685485,0.7130735279,0.7244785073,0.7358834867,0.7472884661,0.7586934456,0.770098425,0.7815034044,0.7929083838,0.8043133632,0.8157183426,0.827123322,0.8385283015,0.8499332809,0.8613382603,0.8727432397,0.8841482191
CharArrayWriter,NOVELTY,0.9696969697,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.1884444677,0.2119419351,0.2354394026,0.2589368701,0.2824343376,0.3059318051,0.3294292726,0.3529267401,0.3764242076,0.3999216751,0.4234191426,0.4469166101,0.4704140776,0.4939115451,0.5174090126,0.5409064801,0.5644039476,0.5879014151,0.6113988826,0.6348963501,0.6583938176,0.6818912851,0.7053887525,0.72888622,0.7523836875
